IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1268004,2148232,3598796,5975084,6068232,3743299,1600276,1022949,1578091,2759652,4748313,6018733,4905573,2684153,1335800,PP
1312274,2235698,3710752,6152500,6363658,3871971,1612188,988097,1639004,2854370,4887652,6253452,5119761,2754036,1321531,PP
1276151,2154401,3612536,6072550,6145510,3698680,1518868,984390,1591848,2777971,4811564,6118616,4933995,2628529,1283565,PP
1259243,2150403,3571515,5987797,6103648,3646794,1548454,988445,1574599,2741885,4731763,6028075,4855405,2602767,1290557,PP
1297594,2144685,3599473,5997791,6050137,3647997,1496161,911701,1592417,2760473,4758291,6025429,4854453,2582402,1222704,PP
1290973,2137377,3601659,6131953,6308117,3916758,1478362,928264,1583031,2756213,4826688,6220014,5115676,2708703,1226250,PP
1280918,2246516,3716650,6018842,6121372,3578964,1559377,963444,1632079,2865064,4828064,6071398,4851981,2585930,1287276,PP
1280099,2171199,3629922,6046603,6153244,3670339,1529458,972994,1598300,2791166,4803091,6105180,4921097,2620043,1282305,PP
1279591,2252696,3744253,6246340,6368499,3736180,1589426,954207,1633391,2877231,4949964,6300344,5048735,2673031,1295829,PP
1291022,2124280,3546773,5969871,6317536,3812084,1505333,958107,1579480,2724195,4715681,6138306,5067216,2669843,1248452,PP
1263720,2146301,3577035,5971226,6116215,3777652,1538792,1017643,1578767,2752907,4739971,6043718,4942292,2670350,1310575,PP
1276977,2166237,3611751,5951186,6037810,3668128,1561725,988491,1590150,2772124,4744035,6016834,4882272,2639195,1300796,PP
1292849,2247797,3753463,6130645,6160051,3742035,1621785,1018065,1639863,2895419,4925358,6176768,4979453,2713223,1356366,PP
1251030,2158932,3610143,6018697,6108907,3665040,1554516,988082,1582152,2780894,4788852,6077303,4896956,2625220,1299750,PP
1290681,2158599,3618904,6102548,6141958,3706753,1514495,979834,1594754,2775750,4819622,6117201,4922945,2623173,1271239,PP
1295229,2145584,3549338,5936094,6231738,3994071,1529360,972643,1588306,2733322,4701670,6081108,5110525,2769705,1274873,PP
1288565,2188131,3659208,6030739,6097725,3715780,1595459,1021155,1612208,2815465,4804847,6048619,4897001,2667042,1345513,PP
1272878,2157397,3574969,5974639,6119486,3783473,1583150,985980,1585116,2752807,4740676,6053597,4951794,2692131,1311731,PP
1270817,2206281,3665806,6026547,6045186,3513460,1529708,895102,1608275,2820939,4806656,6033130,4778376,2532454,1235822,PP
1301597,2221981,3733046,6152268,6228918,3733647,1609138,988574,1629018,2864679,4913778,6211489,5003660,2695446,1325317,PP
1305300,2239339,3759412,6218289,6246357,3593023,1592497,913800,1639170,2880905,4945919,6228981,4919372,2605006,1276000,PP
1269413,2132567,3613194,6241374,6429037,3961113,1563432,1004665,1572142,2760330,4885251,6332095,5190198,2771846,1308752,PP
1296117,2138173,3573183,5967942,6131416,3742582,1530440,1003332,1585285,2739612,4728964,6048679,4937452,2643146,1282373,PP
1303212,2171811,3606784,5928719,6038521,3539283,1495773,961210,1603734,2771400,4723793,5975837,4786986,2527815,1247439,PP
1297594,2242495,3737021,6225343,6368743,3883056,1593456,1010352,1635623,2871374,4937291,6289540,5124395,2752109,1329544,PP
